pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,baseline_large_tps,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
qwen25_1p5b_to_3b,qwen2.5,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-3B,long_summarization,long_summarization_0,4,20,0.9,1.0,64,7.647374,,2.86644,0.374827,16,65,49,5,11,64,0.765625,0.6875,0.3125,3.0625,4.0625,1260.795081,152.390131,20172.7213,2438.2421
qwen25_1p5b_to_3b,qwen2.5,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-3B,long_summarization,long_summarization_0,4,50,0.0,1.0,64,7.534149,,3.353404,0.445094,15,67,52,3,12,60,0.866667,0.8,0.2,3.466667,4.466667,1185.632107,142.602033,17784.4816,2139.0305
qwen25_1p5b_to_3b,qwen2.5,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-3B,long_summarization,long_summarization_0,4,50,0.9,1.0,64,7.726682,,2.805917,0.363146,17,66,49,5,12,68,0.720588,0.705882,0.294118,2.882353,3.882353,1231.721182,148.275006,20939.2601,2520.6751
qwen25_1p5b_to_3b,qwen2.5,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-3B,long_summarization,long_summarization_1,2,20,0.0,1.0,64,7.236554,,3.545625,0.48996,24,65,41,5,19,48,0.854167,0.791667,0.208333,1.708333,2.708333,615.859033,145.276983,14780.6168,3486.6476
qwen25_1p5b_to_3b,qwen2.5,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-3B,long_summarization,long_summarization_1,2,20,0.9,1.0,64,7.174893,,3.47382,0.484163,24,64,40,5,19,48,0.833333,0.791667,0.208333,1.666667,2.666667,617.404575,147.531021,14817.7098,3540.7445
qwen25_1p5b_to_3b,qwen2.5,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-3B,long_summarization,long_summarization_1,2,50,0.0,1.0,64,7.248141,,3.879632,0.535259,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,613.797477,145.089991,13503.5445,3191.9798
qwen25_1p5b_to_3b,qwen2.5,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-3B,long_summarization,long_summarization_1,2,50,0.9,1.0,64,7.23216,,3.63212,0.502218,23,65,42,3,20,46,0.913043,0.869565,0.130435,1.826087,2.826087,624.704943,150.614122,14368.2137,3464.1248
qwen25_1p5b_to_3b,qwen2.5,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-3B,long_summarization,long_summarization_1,4,20,0.0,1.0,64,7.421731,,3.201607,0.431383,15,67,52,5,10,60,0.866667,0.666667,0.333333,3.466667,4.466667,1242.50068,148.547187,18637.5102,2228.2078
qwen25_1p5b_to_3b,qwen2.5,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-3B,long_summarization,long_summarization_1,4,20,0.9,1.0,64,7.593473,,2.69592,0.355031,18,68,50,8,10,72,0.694444,0.555556,0.444444,2.777778,3.777778,1245.947006,151.587539,22427.0461,2728.5757
qwen25_1p5b_to_3b,qwen2.5,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-3B,long_summarization,long_summarization_1,4,50,0.0,1.0,64,7.186637,,3.516886,0.489365,13,64,51,1,12,52,0.980769,0.923077,0.076923,3.923077,4.923077,1246.213415,149.646569,16200.7744,1945.4054
qwen25_1p5b_to_3b,qwen2.5,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-3B,long_summarization,long_summarization_1,4,50,0.9,1.0,64,7.235382,,2.820465,0.389816,16,65,49,6,10,64,0.765625,0.625,0.375,3.0625,4.0625,1284.125031,152.371987,20546.0005,2437.9518
